file,artist,title,format,bitrate_kbps,sample_rate_hz,channels,length_sec,bpm,key,missing_bpm,missing_key,error
MAC MILLER - DISCOGRAPHY [CHANNEL NEO]/[2012] Talk About (Mixtape)/16 - Know Bout That.mp3,Mac Miller,Know Bout That,MP3,320,48000,2,210.384,,,True,True,
MAC MILLER - DISCOGRAPHY [CHANNEL NEO]/[2012] Talk About (Mixtape)/11  - What It Is (Feat. Franchise).mp3,Mac Miller,What It Is (Feat. Franchise),MP3,320,48000,2,255.288,,,True,True,
MAC MILLER - DISCOGRAPHY [CHANNEL NEO]/[2012] Talk About (Mixtape)/06 - I Am Legend (Feat. John Record).mp3,Mac Miller,I Am Legend (Feat. John Record),MP3,320,48000,2,178.512,,,True,True,
MAC MILLER - DISCOGRAPHY [CHANNEL NEO]/[2012] Talk About (Mixtape)/03 - How Sick Am I.mp3,Mac Miller,How Sick Am I,MP3,320,48000,2,256.848,,,True,True,
MAC MILLER - DISCOGRAPHY [CHANNEL NEO]/[2012] Talk About (Mixtape)/19 - Gotcha Opin.mp3,Mac Miller,Gotcha Opin,MP3,320,48000,2,211.296,,,True,True,
MAC MILLER - DISCOGRAPHY [CHANNEL NEO]/[2012] Talk About (Mixtape)/15 - The Real.mp3,Mac Miller,The Real,MP3,320,48000,2,228.144,,,True,True,
MAC MILLER - DISCOGRAPHY [CHANNEL NEO]/[2012] Talk About (Mixtape)/08 - Say Goodnight (Freestyle) (Feat. Vintage).mp3,Mac Miller,Say Goodnight (Freestyle) (Feat. Vintage),MP3,320,48000,2,174.6,,,True,True,
MAC MILLER - DISCOGRAPHY [CHANNEL NEO]/[2012] Talk About (Mixtape)/05 - Bring It On (Feat. Wild Bill).mp3,Mac Miller,Bring It On (Feat. Wild ),MP3,320,48000,2,254.88,,,True,True,
Joey Bada$$ - 1999/05 - Killuminati.mp3,Joey Bada$$,Killuminati,MP3,320,44100,2,153.74009070294784,88.91,,False,True,
Joey Bada$$ - 1999/12 - Don't Front.mp3,Joey Bada$$,Don't Front,MP3,320,44100,2,261.67,93.96,,False,True,
Joey Bada$$ - 1999/13 - Righteous Minds.mp3,Joey Bada$$,Righteous Minds,MP3,320,44100,2,224.04263038548754,95.04,,False,True,
Joey Bada$$ - 1999/02 - Waves.mp3,Joey Bada$$,Waves,MP3,320,44100,2,211.6308843537415,179.76,,False,True,
Joey Bada$$ - 1999/08 - Pennyroyal.mp3,Joey Bada$$,Pennyroyal,MP3,320,44100,2,169.79648526077096,93.54,,False,True,
Joey Bada$$ - 1999/07 - World Domination.mp3,Joey Bada$$,World Domination,MP3,320,44100,2,162.7614058956916,80.59,,False,True,
Joey Bada$$ - 1999/10 - Daily Routine.mp3,Joey Bada$$,Daily Routine,MP3,320,44100,2,177.95961451247166,162.13,,False,True,
Joey Bada$$ - 1999/09 - Funky Ho'$.mp3,Joey Bada$$,Funky Ho'$,MP3,320,44100,2,269.3571882086168,86.86,,False,True,
Joey Bada$$ - 1999/06 - Hardknock.mp3,Joey Bada$$,Hardknock,MP3,320,44100,2,318.37548752834465,164.06,,False,True,
Joey Bada$$ - 1999/14 - Where It'$ At_.mp3,Joey Bada$$,Where It'$ At?,MP3,320,44100,2,248.83789115646258,162.13,,False,True,
Joey Bada$$ - 1999/15 - Third Eye Sh_t.mp3,Joey Bada$$,Third Eye Shit,MP3,320,44100,2,706.6122448979592,87.97,,False,True,
Joey Bada$$ - 1999/03 - FromdaTomb$.mp3,Joey Bada$$,FromdaTomb$,MP3,320,44100,2,204.86619047619047,93.75,,False,True,
Joey Bada$$ - 1999/04 - Survival Tactics.mp3,Joey Bada$$,Survival Tactics,MP3,320,44100,2,202.78498866213152,99.86,,False,True,
Joey Bada$$ - 1999/11 - Snakes.mp3,Joey Bada$$,Snakes,MP3,320,44100,2,259.439387755102,84.55,,False,True,
Joey Bada$$ - 1999/01 - Summer Knights.mp3,Joey Bada$$,Summer Knights,MP3,320,44100,2,116.05058956916099,95.48,,False,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/01. This is a Unique Intro feat. EWRKS.mp3,Heavy Crownz,This is a Unique Intro feat. EWRKS,MP3,320,44100,2,192.6791836734694,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/16. Grow Again feat. Mother Nature.mp3,Heavy Crownz,Grow Again feat. Mother Nature,MP3,320,44100,2,208.50938775510204,,,True,True,
"Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/14. 2,019 Sacrifices feat. Manasseh.mp3",Heavy Crownz,"2,019 Sacrifices feat. Manasseh",MP3,320,44100,2,211.80081632653062,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/05. The Lack Mindset Interlude feat. Sam Thousand.mp3,Heavy Crownz,The Lack Mindset Interlude feat. Sam Thousand,MP3,320,44100,2,43.02367346938775,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/19. This is Why feat. The O'My's.mp3,Heavy Crownz,This is Why feat. The O'My's,MP3,320,44100,2,232.6204081632653,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/15. Just Keep Growing Interlude feat. Chelle G.mp3,Heavy Crownz,Just Keep Growing Interlude feat. Chelle G,MP3,320,44100,2,27.219591836734693,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/06. Englewood in '09.mp3,Heavy Crownz,Englewood in '09,MP3,320,44100,2,141.21795918367346,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/09. Ball Courts feat. Panamera P & Ju Jilla.mp3,Heavy Crownz,Ball Courts feat. Panamera P & Ju Jilla,MP3,320,44100,2,277.9167346938776,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/12. Same Conversations feat. JAAS.mp3,Heavy Crownz,Same Conversations feat. JAAS,MP3,320,44100,2,186.14857142857142,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/04. Clap for Me!.mp3,Heavy Crownz,Clap for Me!,MP3,320,44100,2,188.16,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/17. Time Travelin' feat. Rhymefest.mp3,Heavy Crownz,Time Travelin' feat. Rhymefest,MP3,320,44100,2,205.87102040816328,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/07. Trench Baby Turned Farmer.mp3,Heavy Crownz,Trench Baby Turned Farmer,MP3,320,44100,2,162.50775510204082,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/02. The Diryte Minded Interlude.mp3,Heavy Crownz,The Diryte Minded Interlude,MP3,320,44100,2,64.02612244897959,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/03. Str8 Up Diryte Talk feat. Arden Bee.mp3,Heavy Crownz,Str8 Up Diryte Talk feat. Arden Bee,MP3,320,44100,2,107.15428571428572,,,True,True,
"Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/10. D.A.R.E. Failed Us feat. Gr8Sky, Vic Spencer & JEFF K%NZ.mp3",Heavy Crownz,"D.A.R.E. Failed Us feat. Gr8Sky, Vic Spencer & JEFF K%NZ",MP3,320,44100,2,220.91755102040815,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/08. Flowers for da Big Homies feat. Pugs Atomz & GLC.mp3,Heavy Crownz,Flowers for da Big Homies feat. Pugs Atomz & GLC,MP3,320,44100,2,198.11265306122448,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/11. Trench Babies Need Love Too Interlude.mp3,Heavy Crownz,Trench Babies Need Love Too Interlude,MP3,320,44100,2,35.65714285714286,,,True,True,
"Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/13. How to Win Friends feat. Elton Aura, Achillez & Lilla Sol.mp3",Heavy Crownz,"How to Win Friends feat. Elton Aura, Achillez & Lilla Sol",MP3,320,44100,2,161.12326530612245,,,True,True,
Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/Heavy Crownz - Trench Baby Turned Farmer Rap  Hip-Hop  (2026) 320_kbps Beats⭐/18. A Son's Dream feat. Lilla Sol.mp3,Heavy Crownz,A Son's Dream feat. Lilla Sol,MP3,320,44100,2,117.76,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/04-kanser-save_the_day-ftd.mp3,Kanser,Save The Day,MP3,209,44100,2,255.94666666666666,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/08-kanser-life_symphony-ftd.mp3,Kanser,Life Symphony,MP3,196,44100,2,315.58666666666664,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/05-kanser-east_lake_lullaby-ftd.mp3,Kanser,East Lake Lullaby,MP3,188,44100,2,240.61333333333334,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/10-kanser-god_made_girls-ftd.mp3,Kanser,God Made Girls,MP3,170,44100,2,286.29333333333335,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/03-kanser-coming_out_again_(the_sunshine_song)-ftd.mp3,Kanser,Coming Out Again (The Sunshine Song),MP3,177,44100,2,237.4,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/09-kanser-interlude-ftd.mp3,Kanser,Interlude,MP3,183,44100,2,196.52,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/01-kanser-once_again-ftd.mp3,Kanser,Once Again,MP3,152,44100,2,30.666666666666668,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/13-kanser-legacy-ftd.mp3,Kanser,Legacy,MP3,199,44100,2,224.57333333333332,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/07-kanser-beaut-e-ftd.mp3,Kanser,Beaut-E,MP3,222,44100,2,249.12,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/02-kanser-pleasent-ftd.mp3,Kanser,Pleasent,MP3,181,44100,2,275.4266666666667,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/12-kanser-hands_on_my_time-ftd.mp3,Kanser,Hands On My Time,MP3,200,44100,2,255.12,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/11-kanser-we_dont_know_jack-ftd.mp3,Kanser,We Don't Know Jack,MP3,202,44100,2,254.52,,,True,True,
Kanser-Future_Retro_Legacy-2008-FTD/06-kanser-tinseltown-ftd.mp3,Kanser,Tinseltown,MP3,184,44100,2,241.09333333333333,,,True,True,
Eminem/08. Antichrist.mp3,Eminem,Antichrist,MP3,320,44100,2,314.2530612244898,,,True,True,
Eminem/05. Evil.mp3,Eminem,Evil,MP3,320,44100,2,230.4,,,True,True,
Eminem/02. Habits.mp3,"Eminem, White Gold",Habits,MP3,320,44100,2,298.42285714285714,,,True,True,
Eminem/14. Head Honcho.mp3,"Eminem, Ez Mil",Head Honcho,MP3,320,44100,2,234.8669387755102,,,True,True,
Eminem/19. Somebody Save Me.mp3,"Eminem, Jelly Roll",Somebody Save Me,MP3,320,44100,2,230.24326530612245,,,True,True,
Eminem/11. Houdini.mp3,Eminem,Houdini,MP3,320,44100,2,227.08244897959185,,,True,True,
Eminem/07. Lucifer.mp3,"Eminem, Sly Pyper",Lucifer,MP3,320,44100,2,261.7991836734694,,,True,True,
Eminem/12. Breaking News (skit).mp3,Eminem,Breaking News (skit),MP3,320,44100,2,37.35510204081633,,,True,True,
Eminem/15. Temporary.mp3,"Eminem, Skylar Grey",Temporary,MP3,320,44100,2,297.71755102040817,,,True,True,
Eminem/18. Guess Who’s Back (skit).mp3,Eminem,Guess Who’s Back (skit),MP3,320,44100,2,62.902857142857144,,,True,True,
Eminem/06. All You Got (skit).mp3,Eminem,All You Got (skit),MP3,320,44100,2,24.398367346938777,,,True,True,
Eminem/09. Fuel.mp3,"Eminem, JID",Fuel,MP3,320,44100,2,213.68163265306123,,,True,True,
Eminem/16. Bad One.mp3,"Eminem, White Gold",Bad One,MP3,320,44100,2,270.05387755102043,,,True,True,
Eminem/17. Tobey.mp3,"Eminem, Big Sean, BabyTron",Tobey,MP3,320,44100,2,284.94367346938776,,,True,True,
Eminem/04. Brand New Dance.mp3,Eminem,Brand New Dance,MP3,320,44100,2,206.68081632653062,,,True,True,
Eminem/01. Renaissance.mp3,Eminem,Renaissance,MP3,320,44100,2,98.19428571428571,,,True,True,
Eminem/13. Guilty Conscience 2.mp3,Eminem,Guilty Conscience 2,MP3,320,44100,2,325.5640816326531,,,True,True,
Eminem/10. Road Rage.mp3,"Eminem, Dem Jointz, Sly Pyper",Road Rage,MP3,320,44100,2,217.78285714285715,,,True,True,
Eminem/03. Trouble.mp3,Eminem,Trouble,MP3,320,44100,2,41.53469387755102,,,True,True,
Eminem/Misc/Encore - Extra/02-02 Eminem - Love You More.flac,Eminem,Love You More,FLAC,759,44100,2,286.12,,,True,True,
Eminem/Misc/Encore - Extra/02-03 Eminem - Ricky Ticky Toc.flac,Eminem,Ricky Ticky Toc,FLAC,811,44100,2,169.58666666666667,,,True,True,
Eminem/Misc/Encore - Extra/02-01 Eminem - We as Americans.flac,Eminem,We as Americans,FLAC,844,44100,2,278.32,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/11 - Key (Skit).flac,Eminem,Key (Skit),FLAC,688,44100,2,57.9509977324263,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/03 - Alfred’s Theme.flac,Eminem,Alfred’s Theme,FLAC,906,44100,2,339.34501133786847,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/09 - Higher.flac,Eminem,Higher,FLAC,1033,44100,2,222.03698412698412,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/07 - Guns Blazing.flac,Eminem feat. Dr. Dre & Sly Pyper,Guns Blazing,FLAC,979,44100,2,196.1809977324263,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/05 - Book of Rhymes.flac,Eminem feat. DJ Premier,Book of Rhymes,FLAC,834,44100,2,289.9149886621315,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/04 - Tone Deaf.flac,Eminem,Tone Deaf,FLAC,805,44100,2,290.1360090702948,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/01 - Alfred (Intro).flac,Eminem,Alfred (Intro),FLAC,772,44100,2,17.07498866213152,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/12 - She Loves Me.flac,Eminem,She Loves Me,FLAC,955,44100,2,204.52102040816325,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/15 - Thus Far (Interlude).flac,Eminem,Thus Far (Interlude),FLAC,788,44100,2,16.355215419501135,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/14 - Zeus.flac,Eminem feat. White Gold,Zeus,FLAC,813,44100,2,230.39868480725625,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/16 - Discombobulated.flac,Eminem,Discombobulated,FLAC,908,44100,2,252.57879818594105,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/02 - Black Magic.flac,Eminem with Skylar Grey,Black Magic,FLAC,984,44100,2,174.8639909297052,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/13 - Killer.flac,Eminem,Killer,FLAC,846,44100,2,195.00863945578232,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/08 - Gnat.flac,Eminem,Gnat,FLAC,909,44100,2,224.65600907029477,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/06 - Favorite Bitch.flac,Eminem feat. Ty Dolla $ign,Favorite Bitch,FLAC,953,44100,2,236.7190022675737,,,True,True,
Eminem/Misc/Music To Be Murdered By - Side B/10 - These Demons.flac,Eminem feat. MAJ,These Demons,FLAC,893,44100,2,207.32,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/07 Open Mic (Feat. Thyme).flac,Eminem,Open Mic (Feat. Thyme),FLAC,2832,96000,2,241.178875,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/06 Maxine (Feat. Kon Artis & Three).flac,Eminem,Maxine (Feat. Kon Artis & Three),FLAC,2820,96000,2,236.02220833333334,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/04 Tonite.flac,Eminem,Tonite,FLAC,2942,96000,2,225.20102083333333,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/08 Never 2 Far (Feat. Kon Artis).flac,Eminem,Never 2 Far (Feat. Kon Artis),FLAC,2824,96000,2,220.61240625,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/09 Searchin' (Feat. Eye Kyu).flac,Eminem,Searchin' (Feat. Eye Kyu),FLAC,2815,96000,2,229.18282291666668,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/01 Infinite.flac,Eminem,Infinite,FLAC,2987,96000,2,241.51071875,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/02 W.E.G.O. (Feat. Proof & DJ Head).flac,Eminem,W.E.G.O. (Feat. Proof & DJ Head),FLAC,2900,96000,2,21.41546875,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/03 It's O.K. (Feat. Eye Kyu).flac,Eminem,It's O.K. (Feat. Eye Kyu),FLAC,2905,96000,2,215.85040625,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/05 313 (Feat. Eye Kyu).flac,Eminem,313 (Feat. Eye Kyu),FLAC,2952,96000,2,251.89958333333334,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/11 Jealousy Woes II.flac,Eminem,Jealousy Woes II,FLAC,2884,96000,2,204.59769791666668,,,True,True,
Eminem/Eminem - Infinite [24bit-96kHz]/10 Backstabber.flac,Eminem,Backstabber,FLAC,2747,96000,2,203.87759375,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 05 - Paul.flac,Eminem,Paul,FLAC,2602,96000,2,16.889010416666668,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 20 - Still Don't Give A Fuck.flac,Eminem,Still Don't Give A Fuck,FLAC,2952,96000,2,255.12682291666667,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 15 - Just Don't Give A Fuck.flac,Eminem,Just Don't Give A Fuck,FLAC,3292,96000,2,242.41871875,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 16 - Soap.flac,Eminem,Soap,FLAC,2720,96000,2,36.16071875,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 07 - 97' Bonnie & Clyde.flac,Eminem,97' Bonnie & Clyde,FLAC,2906,96000,2,317.1205625,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 03 - Guilty Conscience.flac,Eminem,Guilty Conscience,FLAC,2886,96000,2,199.70589583333333,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 08 - Bitch.flac,Eminem,Bitch,FLAC,2656,96000,2,19.644635416666667,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 06 - If I Had.flac,Eminem,If I Had,FLAC,2912,96000,2,244.60803125,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 04 - Brain Damage.flac,Eminem,Brain Damage,FLAC,2939,96000,2,225.59371875,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 02 - My Name Is.flac,Eminem,My Name Is,FLAC,2853,96000,2,268.2113125,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 13 - Cum On Everybody.flac,Eminem,Cum On Everybody,FLAC,3044,96000,2,218.75830208333332,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 18 - I'm Shady.flac,Eminem,I'm Shady,FLAC,3095,96000,2,212.25367708333334,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 17 - As The World Turns.flac,Eminem,As The World Turns,FLAC,2965,96000,2,265.04963541666666,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 14 - Rock Bottom.flac,Eminem,Rock Bottom,FLAC,2849,96000,2,214.01319791666666,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 09 - Role Model.flac,Eminem,Role Model,FLAC,2904,96000,2,205.21526041666667,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 11 - My Fault.flac,Eminem,My Fault,FLAC,2917,96000,2,239.95222916666665,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 10 - Lounge.flac,Eminem,Lounge,FLAC,2748,96000,2,47.06738541666667,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 01 - Public Service Announcment.flac,Eminem,Public Service Announcment,FLAC,2616,96000,2,33.11772916666666,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 19 - Bad Meets Evil.flac,Eminem,Bad Meets Evil,FLAC,2989,96000,2,252.63042708333333,,,True,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 12 - Ken Kaniff.flac,Eminem,Ken Kaniff,FLAC,2662,96000,2,76.84582291666666,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/02-White America.flac,Eminem,White America,FLAC,5461,192000,2,325.3115625,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/17-Say What You Say [ft Dr. Dre].flac,Eminem,Say What You Say [ft Dr. Dre],FLAC,5398,192000,2,309.9248489583333,,,True,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/27-Freestyle (#2) (Live At Tramps, New York, 1999).flac",Eminem,"Freestyle (#2) (Live At Tramps, New York, 1999)",FLAC,5367,192000,2,52.06829166666667,,,True,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/25-Freestyle (#1) (Live At Tramps, New York, 1999).flac",Eminem,"Freestyle (#1) (Live At Tramps, New York, 1999)",FLAC,5375,192000,2,77.43489583333333,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/01-Curtains Up (Skit).flac,Eminem,Curtains Up (Skit),FLAC,5190,192000,2,28.703963541666667,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/15-Steve Berman (Skit).flac,Eminem,Steve Berman (Skit),FLAC,5084,192000,2,33.76613020833334,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/36-Superman (Instrumental).flac,Eminem,Superman (Instrumental),FLAC,5358,192000,2,422.0,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/35-Sing For The Moment (Instrumental).flac,Eminem,Sing For The Moment (Instrumental),FLAC,5330,192000,2,385.06809375,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/05-Square Dance.flac,Eminem,Square Dance,FLAC,5396,192000,2,326.5075625,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/37-Say What You Say (Instrumental).flac,Eminem,Say What You Say (Instrumental),FLAC,5153,192000,2,306.24747395833333,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/20-Curtains Close (skit).flac,Eminem,Curtains Close (skit),FLAC,5098,192000,2,61.50259895833333,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/34-Without Me (Instrumental).flac,Eminem,Without Me (Instrumental),FLAC,5386,192000,2,288.0350208333333,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/22-The Conspiracy Freestyle.flac,Eminem,The Conspiracy Freestyle,FLAC,5354,192000,2,170.89080729166668,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/13-Superman [ft Dina Rae].flac,Eminem,Superman [ft Dina Rae],FLAC,5495,192000,2,351.357671875,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/11-Paul Rosenberg (Skit).flac,Eminem,Paul Rosenberg (Skit),FLAC,5125,192000,2,22.8,,,True,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/18-Till I Collapse [ft Nate Dogg].flac,Eminem,Till I Collapse [ft Nate Dogg],FLAC,5431,192000,2,296.65958333333333,,,True,True,
